Date,AQI Value,Main Pollutant,Site Name,Site ID,Source,20-year High (2000-2019),20-year Low (2000-2019),5-year Average (2015-2019),Date of 20-year High,Date of 20-year Low
2019-04-23,67,Ozone,Kenosha Pass,08-093-0001,AQS,133,45,82.2,04/23/2017,04/23/2004
2019-04-24,64,Ozone,Aurora East,08-005-0006,AQS,90,39,72.0,04/24/2017,04/24/2005
2019-04-25,87,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,100,44,76.0,04/25/2014,04/25/2005
2019-04-26,54,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,90,46,63.6,04/26/2018,04/26/2000
2019-04-27,61,Ozone,Kenosha Pass,08-093-0001,AQS,122,43,63.6,04/27/2012,04/27/2005
2019-04-28,50,Ozone,Aurora East,08-005-0006,AQS,112,29,63.4,04/28/2012,04/28/2005
2019-04-29,45,Ozone,Mines Peak,08-019-0006,AQS,84,24,58.4,04/29/2015,04/29/2004
2019-04-30,56,PM2.5,DENVER - CAMP,08-031-0002,AQS,87,42,70.4,04/30/2018,04/30/2010
2019-05-01,77,Ozone,Kenosha Pass,08-093-0001,AQS,84,42,63.2,05/01/2018,05/01/2009
2019-05-02,87,Ozone,Kenosha Pass,08-093-0001,AQS,80,35,61.0,05/02/2012,05/02/2001
2019-05-03,101,Ozone,Kenosha Pass,08-093-0001,AQS,105,36,73.0,05/03/2014,05/03/2001
2019-05-04,80,Ozone,Aurora East,08-005-0006,AQS,105,31,75.8,05/04/2000,05/04/2001
2019-05-05,87,Ozone,Aurora East,08-005-0006,AQS,112,46,76.4,05/05/2000,05/05/2009
2019-05-06,84,Ozone,Kenosha Pass,08-093-0001,AQS,93,45,70.0,05/06/2018,05/06/2007
2019-05-07,52,PM2.5,Globeville,08-031-0028,AQS,137,38,67.4,05/07/2001,05/07/2000
2019-05-08,45,Ozone,Mines Peak,08-019-0006,AQS,108,27,63.0,05/08/2011,05/08/2000
2019-05-09,43,Ozone,Mines Peak,08-019-0006,AQS,105,40,69.6,05/09/2010,05/09/2003
2019-05-10,63,PM2.5,Globeville,08-031-0028,AQS,108,38,63.0,05/10/2011,05/10/2009
2019-05-11,54,Ozone,Kenosha Pass,08-093-0001,AQS,97,22,70.0,05/11/2007,05/11/2005
2019-05-12,74,Ozone,Chatfield State Park,08-035-0004,AQS,90,36,66.2,05/12/2006,05/12/2005
2019-05-13,74,Ozone,Aurora East,08-005-0006,AQS,108,27,67.2,05/13/2007,05/13/2004
2019-05-14,80,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,101,47,73.8,05/14/2012,05/14/2011
2019-05-15,77,Ozone,Kenosha Pass,08-093-0001,AQS,112,38,70.4,05/15/2012,05/15/2003
2019-05-16,87,Ozone,Kenosha Pass,08-093-0001,AQS,140,43,68.2,05/16/2000,05/16/2001
2019-05-17,71,Ozone,Kenosha Pass,08-093-0001,AQS,156,33,60.2,05/17/2006,05/17/2016
2019-05-18,51,Ozone,Kenosha Pass,08-093-0001,AQS,101,42,58.6,05/18/2014,05/18/2015
2019-05-19,58,Ozone,Kenosha Pass,08-093-0001,AQS,105,37,61.6,05/19/2011,05/19/2003
2019-05-20,48,Ozone,Kenosha Pass,08-093-0001,AQS,90,40,62.0,05/20/2014,05/20/2003
2019-05-21,58,Ozone,Kenosha Pass,08-093-0001,AQS,108,42,71.6,05/21/2002,05/21/2009
2019-05-22,80,Ozone,Kenosha Pass,08-093-0001,AQS,112,43,69.4,05/22/2005,05/22/2000
2019-05-23,101,Ozone,Kenosha Pass,08-093-0001,AQS,105,38,85.6,05/23/2015,05/23/2001
2019-05-24,90,Ozone,Kenosha Pass,08-093-0001,AQS,115,41,79.8,05/24/2012,05/24/2002
2019-05-25,77,Ozone,Kenosha Pass,08-093-0001,AQS,150,37,82.2,05/25/2014,05/25/2004
2019-05-26,64,Ozone,Mines Peak,08-019-0006,AQS,112,44,70.0,05/26/2014,05/26/2000
2019-05-27,77,Ozone,Kenosha Pass,08-093-0001,AQS,115,25,72.0,05/27/2012,05/27/2008
2019-05-28,90,Ozone,Kenosha Pass,08-093-0001,AQS,164,41,68.6,05/28/2003,05/28/2008
2019-05-29,77,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,115,37,68.6,05/29/2012,05/29/2005
2019-05-30,87,Ozone,ROCKY FLATS-N,08-059-0006,AQS,105,33,80.4,05/30/2010,05/30/2005
2019-05-31,80,Ozone,Kenosha Pass,08-093-0001,AQS,129,54,71.8,05/31/2008,05/31/2016
2019-06-01,90,Ozone,Mines Peak,08-019-0006,AQS,112,51,72.0,06/01/2006,06/01/2015
2019-06-02,74,Ozone,Mines Peak,08-019-0006,AQS,122,46,86.0,06/02/2006,06/02/2009
2019-06-03,80,Ozone,Kenosha Pass,08-093-0001,AQS,119,44,79.8,06/03/2014,06/03/2010
2019-06-04,84,Ozone,Kenosha Pass,08-093-0001,AQS,136,30,89.4,06/04/2006,06/04/2001
2019-06-05,105,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,136,44,80.0,06/05/2004,06/05/2010
2019-06-06,101,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,154,50,99.8,06/06/2018,06/06/2009
2019-06-07,64,Ozone,Mines Peak,08-019-0006,AQS,147,47,79.4,06/07/2011,06/07/2009
2019-06-08,80,Ozone,Kenosha Pass,08-093-0001,AQS,156,37,90.4,06/08/2002,06/08/2009
2019-06-09,64,Ozone,Mines Peak,08-019-0006,AQS,156,44,89.2,06/09/2002,06/09/2003
2019-06-10,74,Ozone,ROCKY FLATS-N,08-059-0006,AQS,122,33,66.6,06/10/2006,06/10/2005
2019-06-11,64,Ozone,Kenosha Pass,08-093-0001,AQS,174,39,85.2,06/11/2018,06/11/2009
2019-06-12,67,Ozone,ROCKY FLATS-N,08-059-0006,AQS,151,38,84.6,06/12/2018,06/12/2010
2019-06-13,50,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,151,41,89.2,06/13/2018,06/13/2001
2019-06-14,74,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,129,42,74.2,06/14/2002,06/14/2001
2019-06-15,74,Ozone,Mines Peak,08-019-0006,AQS,133,37,86.4,06/15/2007,06/15/2000
2019-06-16,87,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,151,36,88.8,06/16/2016,06/16/2000
2019-06-17,64,Ozone,Kenosha Pass,08-093-0001,AQS,154,43,84.2,06/17/2016,06/17/2018
2019-06-18,61,Ozone,Kenosha Pass,08-093-0001,AQS,151,32,87.6,06/18/2005,06/18/2004
2019-06-19,80,Ozone,Aurora East,08-005-0006,AQS,172,47,94.6,06/19/2006,06/19/2004
2019-06-20,64,Ozone,Kenosha Pass,08-093-0001,AQS,143,47,86.4,06/20/2012,06/20/2009
2019-06-21,74,Ozone,Kenosha Pass,08-093-0001,AQS,169,44,97.6,06/21/2015,06/21/2004
2019-06-22,58,Ozone,Kenosha Pass,08-093-0001,AQS,190,51,73.0,06/22/2012,06/22/2014
2019-06-23,47,Ozone,Kenosha Pass,08-093-0001,AQS,164,44,94.2,06/23/2015,06/23/2019
2019-06-24,64,Ozone,Kenosha Pass,08-093-0001,AQS,197,26,85.8,06/24/2011,06/24/2003
2019-06-25,67,Ozone,Kenosha Pass,08-093-0001,AQS,136,46,90.6,06/25/2015,06/25/2004
2019-06-26,74,Ozone,Kenosha Pass,08-093-0001,AQS,129,41,93.6,06/26/2002,06/26/2000
2019-06-27,115,Ozone,ROCKY FLATS-N,08-059-0006,AQS,151,49,100.4,06/27/2013,06/27/2004
2019-06-28,90,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,161,44,94.0,06/28/2010,06/28/2000
2019-06-29,67,Ozone,Aurora East,08-005-0006,AQS,159,54,90.8,06/29/2002,06/29/2000
2019-06-30,54,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,161,49,80.0,06/30/2007,06/30/2004
2019-07-01,51,PM2.5,Globeville,08-031-0028,AQS,172,51,82.0,07/01/2002,07/01/2019
2019-07-02,67,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,166,61,88.0,07/02/2007,07/02/2009
2019-07-03,67,Ozone,ROCKY FLATS-N,08-059-0006,AQS,151,50,91.6,07/03/2007,07/03/2004
2019-07-04,87,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,177,51,88.0,07/04/2012,07/04/2009
2019-07-05,80,Ozone,Chatfield State Park,08-035-0004,AQS,159,58,81.0,07/05/2001,07/05/2015
2019-07-06,77,Ozone,ROCKY FLATS-N,08-059-0006,AQS,156,58,98.4,07/06/2018,07/06/2010
2019-07-07,64,Ozone,ROCKY FLATS-N,08-059-0006,AQS,146,54,116.2,07/07/2015,07/07/2008
2019-07-08,49,Ozone,Aurora East,08-005-0006,AQS,151,45,86.4,07/08/2003,07/08/2006
2019-07-09,64,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,182,51,85.6,07/09/2007,07/09/2006
2019-07-10,100,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,174,51,96.6,07/10/2008,07/10/2015
2019-07-11,77,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,215,48,90.8,07/11/2003,07/11/2015
2019-07-12,87,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,210,49,81.2,07/12/2003,07/12/2015
2019-07-13,101,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,166,43,94.4,07/13/2006,07/13/2015
2019-07-14,51,Ozone,Aurora East,08-005-0006,AQS,164,48,98.0,07/14/2006,07/14/2015
2019-07-15,64,Ozone,Goliath Peak,08-019-0004,AQS,161,46,75.4,07/15/2006,07/15/2001
2019-07-16,80,Ozone,ROCKY FLATS-N,08-059-0006,AQS,159,49,106.4,07/16/2011,07/16/2004
2019-07-17,101,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,174,61,99.2,07/17/2003,07/17/2000
2019-07-18,105,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,174,64,98.2,07/18/2003,07/18/2014
2019-07-19,129,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,166,74,105.4,07/19/2002,07/19/2001
2019-07-20,84,Ozone,Goliath Peak,08-019-0004,AQS,166,51,82.8,07/20/2002,07/20/2019
2019-07-21,101,Ozone,Chatfield State Park,08-035-0004,AQS,147,50,89.8,07/21/2005,07/21/2015
2019-07-22,105,Ozone,Chatfield State Park,08-035-0004,AQS,169,48,98.8,07/22/2003,07/22/2004
2019-07-23,133,Ozone,Chatfield State Park,08-035-0004,AQS,150,40,86.2,07/23/2003,07/23/2004
2019-07-24,105,Ozone,ROCKY FLATS-N,08-059-0006,AQS,143,28,98.2,07/24/2011,07/24/2004
2019-07-25,71,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,164,58,89.2,07/25/2007,07/25/2017
2019-07-26,84,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,179,31,82.0,07/26/2003,07/26/2005
2019-07-27,74,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,156,58,104.2,07/27/2016,07/27/2004
2019-07-28,54,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,159,54,81.4,07/28/2000,07/28/2019
2019-07-29,77,Ozone,ROCKY FLATS-N,08-059-0006,AQS,177,45,88.2,07/29/2006,07/29/2009
2019-07-30,90,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,190,43,105.4,07/30/2007,07/30/2009
2019-07-31,126,Ozone,Chatfield State Park,08-035-0004,AQS,179,50,104.0,07/31/2007,07/31/2009
2019-08-01,84,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,150,41,110.0,08/01/2007,08/01/2002
2019-08-02,90,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,174,50,107.6,08/02/2003,08/02/2001
2019-08-03,90,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,140,49,87.0,08/03/2001,08/03/2015
2019-08-04,74,Ozone,ROCKY FLATS-N,08-059-0006,AQS,161,36,74.8,08/04/2001,08/04/2005
2019-08-05,90,Ozone,Goliath Peak,08-019-0004,AQS,150,46,79.2,08/05/2009,08/05/2006
2019-08-06,115,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,126,47,78.0,08/06/2003,08/06/2009
2019-08-07,154,Ozone,Chatfield State Park,08-035-0004,AQS,154,43,106.4,08/07/2019,08/07/2017
2019-08-08,101,Ozone,Chatfield State Park,08-035-0004,AQS,179,53,83.4,08/08/2012,08/08/2017
2019-08-09,71,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,182,49,93.0,08/09/2012,08/09/2001
2019-08-10,80,Ozone,Aurora East,08-005-0006,AQS,140,51,80.6,08/10/2018,08/10/2010
2019-08-11,50,Ozone,Aurora East,08-005-0006,AQS,136,50,85.8,08/11/2003,08/11/2019
2019-08-12,87,Ozone,ROCKY FLATS-N,08-059-0006,AQS,169,44,92.4,08/12/2007,08/12/2002
2019-08-13,93,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,151,33,91.8,08/13/2018,08/13/2005
2019-08-14,87,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,179,40,87.2,08/14/2007,08/14/2005
2019-08-15,58,Ozone,Goliath Peak,08-019-0004,AQS,151,36,81.6,08/15/2007,08/15/2008
2019-08-16,147,Ozone,Chatfield State Park,08-035-0004,AQS,159,45,113.2,08/16/2003,08/16/2005
2019-08-17,61,Ozone,Goliath Peak,08-019-0004,AQS,151,46,87.2,08/17/2013,08/17/2000
2019-08-18,119,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,122,47,94.4,08/18/2017,08/18/2005
2019-08-19,100,Ozone,ROCKY FLATS-N,08-059-0006,AQS,143,44,77.2,08/19/2003,08/19/2005
2019-08-20,90,Ozone,Chatfield State Park,08-035-0004,AQS,161,47,99.4,08/20/2003,08/20/2001
2019-08-21,115,Ozone,Chatfield State Park,08-035-0004,AQS,200,45,98.6,08/21/2007,08/21/2004
2019-08-22,87,Ozone,Aurora East,08-005-0006,AQS,201,44,88.6,08/22/2007,08/22/2002
2019-08-23,84,Ozone,Goliath Peak,08-019-0004,AQS,126,43,81.4,08/23/2009,08/23/2004
2019-08-24,84,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,161,42,89.4,08/24/2007,08/24/2004
2019-08-25,51,Ozone,Goliath Peak,08-019-0004,AQS,174,44,83.2,08/25/2007,08/25/2009
2019-08-26,115,Ozone,Black Hawk,08-047-0003,AQS,122,45,80.2,08/26/2010,08/26/2014
2019-08-27,84,Ozone,Goliath Peak,08-019-0004,AQS,133,37,73.2,08/27/2011,08/27/2004
2019-08-28,77,Ozone,ROCKY FLATS-N,08-059-0006,AQS,119,44,78.8,08/28/2011,08/28/2014
2019-08-29,64,Ozone,Aurora East,08-005-0006,AQS,151,44,78.8,08/29/2013,08/29/2014
2019-08-30,112,Ozone,Chatfield State Park,08-035-0004,AQS,156,36,80.6,08/30/2007,08/30/2003
2019-08-31,97,Ozone,Goliath Peak,08-019-0004,AQS,122,44,68.0,08/31/2007,08/31/2014
2019-09-01,80,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,129,44,70.4,09/01/2009,09/01/2000
2019-09-02,64,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,129,31,74.4,09/02/2007,09/02/2006
2019-09-03,77,Ozone,Goliath Peak,08-019-0004,AQS,164,34,67.2,09/03/2007,09/03/2000
2019-09-04,64,Ozone,Aurora East,08-005-0006,AQS,155,44,86.2,09/04/2017,09/04/2004
2019-09-05,84,Ozone,Goliath Peak,08-019-0004,AQS,174,40,71.4,09/05/2006,09/05/2014
2019-09-06,74,Ozone,Goliath Peak,08-019-0004,AQS,126,40,64.8,09/06/2007,09/06/2001
2019-09-07,87,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,140,38,73.8,09/07/2007,09/07/2003
2019-09-08,64,Ozone,Goliath Peak,08-019-0004,AQS,136,30,83.6,09/08/2013,09/08/2001
2019-09-09,90,Ozone,Goliath Peak,08-019-0004,AQS,126,28,75.2,09/09/2012,09/09/2002
2019-09-10,112,Ozone,ROCKY FLATS-N,08-059-0006,AQS,151,42,84.0,09/10/2007,09/10/2002
2019-09-11,77,Ozone,Goliath Peak,08-019-0004,AQS,126,40,67.8,09/11/2007,09/11/2008
2019-09-12,67,Ozone,Aurora East,08-005-0006,AQS,140,37,72.6,09/12/2007,09/12/2002
2019-09-13,87,Ozone,Chatfield State Park,08-035-0004,AQS,87,38,65.4,09/13/2019,09/13/2003
2019-09-14,84,Ozone,ROCKY FLATS-N,08-059-0006,AQS,97,40,60.2,09/14/2006,09/14/2011
2019-09-15,97,Ozone,ROCKY FLATS-N,08-059-0006,AQS,97,40,68.2,09/15/2019,09/15/2001
2019-09-16,77,Ozone,ROCKY FLATS-N,08-059-0006,AQS,112,44,62.4,09/16/2008,09/16/2007
2019-09-17,50,Ozone,Goliath Peak,08-019-0004,AQS,97,38,54.0,09/17/2010,09/17/2001
2019-09-18,48,PM2.5,Globeville,08-031-0028,AQS,100,36,62.2,09/18/2009,09/18/2003
2019-09-19,77,Ozone,ROCKY FLATS-N,08-059-0006,AQS,108,35,70.2,09/19/2014,09/19/2002
2019-09-20,50,Ozone,Goliath Peak,08-019-0004,AQS,97,31,67.4,09/20/2015,09/20/2000
2019-09-21,61,Ozone,Goliath Peak,08-019-0004,AQS,93,36,65.8,09/21/2018,09/21/2005
2019-09-22,50,Ozone,ROCKY FLATS-N,08-059-0006,AQS,97,24,58.4,09/22/2012,09/22/2000
2019-09-23,52,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,105,11,60.6,09/23/2008,09/23/2000
2019-09-24,53,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,100,35,51.6,09/24/2013,09/24/2004
2019-09-25,58,Ozone,Black Hawk,08-047-0003,AQS,105,37,60.0,09/25/2007,09/25/2000
2019-09-26,52,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,129,43,63.4,09/26/2014,09/26/2003
2019-09-27,44,Ozone,Chatfield State Park,08-035-0004,AQS,97,35,57.0,09/27/2010,09/27/2006
2019-09-28,51,Ozone,ROCKY FLATS-N,08-059-0006,AQS,71,31,51.2,09/28/2001,09/28/2002
2019-09-29,45,Ozone,Goliath Peak,08-019-0004,AQS,80,35,56.0,09/29/2008,09/29/2000
2019-09-30,54,Ozone,Kenosha Pass,08-093-0001,AQS,119,33,48.2,09/30/2007,09/30/2004
2019-10-01,44,Ozone,Mines Peak,08-019-0006,AQS,93,31,55.2,10/01/2010,10/01/2003
2019-10-02,87,Ozone,Kenosha Pass,08-093-0001,AQS,93,35,57.4,10/02/2007,10/02/2002
2019-10-03,64,Ozone,Mines Peak,08-019-0006,AQS,93,39,58.4,10/03/2007,10/03/2006
2019-10-04,64,PM2.5,Globeville,08-031-0028,AQS,77,33,54.4,10/04/2007,10/04/2006
2019-10-05,87,Ozone,Kenosha Pass,08-093-0001,AQS,80,32,59.0,10/05/2010,10/05/2000
2019-10-06,54,Ozone,Kenosha Pass,08-093-0001,AQS,105,21,53.2,10/06/2007,10/06/2000
2019-10-07,71,Ozone,Kenosha Pass,08-093-0001,AQS,101,25,47.4,10/07/2007,10/07/2000
2019-10-08,64,Ozone,Kenosha Pass,08-093-0001,AQS,61,32,49.0,10/08/2019,10/08/2006
2019-10-09,55,PM2.5,Globeville,08-031-0028,AQS,81,26,50.0,10/09/2000,10/09/2006
2019-10-10,37,Ozone,Mines Peak,08-019-0006,AQS,71,30,49.2,10/10/2017,10/10/2005
2019-10-11,67,Ozone,Kenosha Pass,08-093-0001,AQS,94,33,54.0,10/11/2003,10/11/2008
2019-10-12,67,Ozone,Kenosha Pass,08-093-0001,AQS,66,21,56.0,10/12/2009,10/12/2008
2019-10-13,58,Ozone,Kenosha Pass,08-093-0001,AQS,73,33,53.6,10/13/2009,10/13/2004
2019-10-14,53,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,97,31,54.8,10/14/2014,10/14/2001
2019-10-15,51,PM2.5,Globeville,08-031-0028,AQS,77,31,51.4,10/15/2014,10/15/2001
2019-10-16,61,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,77,37,51.8,10/16/2007,10/16/2006
2019-10-17,54,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,77,26,51.0,10/17/2007,10/17/2006
2019-10-18,61,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,66,37,52.2,10/18/2015,10/18/2006
2019-10-19,46,Ozone,Kenosha Pass,08-093-0001,AQS,77,36,55.6,10/19/2017,10/19/2005
2019-10-20,42,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,70,39,54.8,10/20/2015,10/20/2005
2019-10-21,41,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,71,33,45.0,10/21/2004,10/21/2006
2019-10-22,52,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,56,25,45.6,10/22/2003,10/22/2000
2019-10-23,43,Ozone,Kenosha Pass,08-093-0001,AQS,69,31,49.4,10/23/2018,10/23/2007
2019-10-24,51,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,104,36,52.6,10/24/2007,10/24/2003
2019-10-25,45,Ozone,Kenosha Pass,08-093-0001,AQS,96,21,50.6,10/25/2003,10/25/2004
2019-10-26,52,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,63,35,48.0,10/26/2002,10/26/2003
2019-10-27,37,Ozone,Mines Peak,08-019-0006,AQS,74,35,50.0,10/27/2004,10/27/2009
2019-10-28,45,PM2.5,Globeville,08-031-0028,AQS,84,31,53.4,10/28/2000,10/28/2009
2019-10-29,59,PM2.5,DENVER - CAMP,08-031-0002,AQS,84,31,58.0,10/29/2015,10/29/2002
2019-10-30,54,PM2.5,Globeville,08-031-0028,AQS,102,29,54.0,10/30/2008,10/30/2005
2019-10-31,69,PM2.5,Globeville,08-031-0028,AQS,74,21,52.8,10/31/2015,10/31/2002
2019-11-01,66,PM2.5,Globeville,08-031-0028,AQS,76,33,46.0,11/01/2002,11/01/2004
2019-11-02,81,PM2.5,Globeville,08-031-0028,AQS,79,28,51.8,11/02/2019,11/02/2000
2019-11-03,67,PM2.5,Globeville,08-031-0028,AQS,71,16,55.4,11/03/2017,11/03/2003
2019-11-04,57,PM2.5,Globeville,08-031-0028,AQS,78,33,53.6,11/04/2002,11/04/2003
2019-11-05,91,PM2.5,Globeville,08-031-0028,AQS,90,35,56.4,11/05/2019,11/05/2007
2019-11-06,55,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,66,22,47.2,11/06/2007,11/06/2000
2019-11-07,60,PM2.5,Globeville,08-031-0028,AQS,69,24,51.0,11/07/2002,11/07/2000
2019-11-08,66,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,82,26,58.8,11/08/2003,11/08/2008
2019-11-09,51,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,71,33,59.0,11/09/2017,11/09/2003
2019-11-10,47,Ozone,Kenosha Pass,08-093-0001,AQS,102,31,63.0,11/10/2017,11/10/2004
2019-11-11,54,PM2.5,Globeville,08-031-0028,AQS,68,32,47.0,11/11/2011,11/11/2010
2019-11-12,63,PM2.5,Globeville,08-031-0028,AQS,71,34,49.6,11/12/2013,11/12/2008
2019-11-13,46,Ozone,Kenosha Pass,08-093-0001,AQS,84,28,48.0,11/13/2000,11/13/2001
2019-11-14,54,PM2.5,Globeville,08-031-0028,AQS,114,33,48.0,11/14/2000,11/14/2007
2019-11-15,72,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,80,31,54.6,11/15/2007,11/15/2004
2019-11-16,49,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,79,34,52.0,11/16/2012,11/16/2008
2019-11-17,47,Ozone,Kenosha Pass,08-093-0001,AQS,63,34,46.8,11/17/2005,11/17/2006
2019-11-18,43,Ozone,Kenosha Pass,08-093-0001,AQS,71,32,46.0,11/18/2009,11/18/2001
2019-11-19,63,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,76,34,55.0,11/19/2016,11/19/2007
2019-11-20,58,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,85,28,50.4,11/20/2006,11/20/2004
2019-11-21,40,Ozone,Mines Peak,08-019-0006,AQS,83,32,46.2,11/21/2011,11/21/2004
2019-11-22,59,PM2.5,Globeville,08-031-0028,AQS,81,36,49.2,11/22/2000,11/22/2002
2019-11-23,56,PM2.5,Globeville,08-031-0028,AQS,72,27,44.4,11/23/2007,11/23/2001
2019-11-24,49,Ozone,Kenosha Pass,08-093-0001,AQS,102,31,48.4,11/24/2013,11/24/2002
2019-11-25,49,Ozone,Kenosha Pass,08-093-0001,AQS,79,32,49.4,11/25/2008,11/25/2000
2019-11-26,36,Ozone,Black Hawk,08-047-0003,AQS,92,29,43.2,11/26/2008,11/26/2001
2019-11-27,68,PM2.5,Globeville,08-031-0028,AQS,84,24,53.2,11/27/2006,11/27/2004
2019-11-28,88,PM2.5,Globeville,08-031-0028,AQS,87,29,55.6,11/28/2019,11/28/2004
2019-11-29,88,PM2.5,Globeville,08-031-0028,AQS,145,34,63.8,11/29/2001,11/29/2002
2019-11-30,46,Ozone,Black Hawk,08-047-0003,AQS,68,27,55.8,11/30/2018,11/30/2008
2019-12-01,59,PM2.5,Globeville,08-031-0028,AQS,80,32,51.0,12/01/2004,12/01/2011
2019-12-02,77,PM2.5,Globeville,08-031-0028,AQS,103,34,55.4,12/02/2004,12/02/2009
2019-12-03,51,PM2.5,Globeville,08-031-0028,AQS,77,26,53.6,12/03/2005,12/03/2008
2019-12-04,73,PM2.5,Globeville,08-031-0028,AQS,83,31,58.8,12/04/2015,12/04/2008
2019-12-05,62,PM2.5,Globeville,08-031-0028,AQS,93,33,54.8,12/05/2008,12/05/2007
2019-12-06,69,PM2.5,Globeville,08-031-0028,AQS,87,38,50.4,12/06/2013,12/06/2005
2019-12-07,55,PM2.5,Globeville,08-031-0028,AQS,102,31,54.2,12/07/2013,12/07/2005
2019-12-08,48,Ozone,Kenosha Pass,08-093-0001,AQS,103,34,54.0,12/08/2013,12/08/2005
2019-12-09,49,PM2.5,Globeville,08-031-0028,AQS,89,38,54.0,12/09/2011,12/09/2004
2019-12-10,75,PM2.5,Globeville,08-031-0028,AQS,73,38,59.8,12/10/2007,12/10/2004
2019-12-11,66,PM2.5,Globeville,08-031-0028,AQS,117,38,52.6,12/11/2003,12/11/2007
2019-12-12,51,PM2.5,Globeville,08-031-0028,AQS,114,33,45.0,12/12/2007,12/12/2010
2019-12-13,44,Ozone,Kenosha Pass,08-093-0001,AQS,104,32,48.6,12/13/2000,12/13/2004
2019-12-14,49,PM2.5,Globeville,08-031-0028,AQS,79,34,50.0,12/14/2000,12/14/2008
2019-12-15,56,PM2.5,Globeville,08-031-0028,AQS,61,19,52.2,12/15/2018,12/15/2008
2019-12-16,52,PM2.5,Globeville,08-031-0028,AQS,64,33,46.8,12/16/2002,12/16/2006
2019-12-17,57,PM2.5,Globeville,08-031-0028,AQS,85,26,55.0,12/17/2014,12/17/2006
2019-12-18,61,PM2.5,Globeville,08-031-0028,AQS,98,36,67.4,12/18/2014,12/18/2012
